linestring,code,distance,grammesCO2saved,route_name,from,to
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93105,54.60265],[-5.93083,54.60285],[-5.93069,54.60297],[-5.93040,54.60319],[-5.93017,54.60336],[-5.92998,54.60317],[-5.92968,54.60287],[-5.92957,54.60275],[-5.92936,54.60253],[-5.92916,54.60233],[-5.92908,54.60226],[-5.92902,54.60220],[-5.92857,54.60236],[-5.92823,54.60248],[-5.92726,54.60281],[-5.92715,54.60271],[-5.92708,54.60264],[-5.92706,54.60261],[-5.92707,54.60257],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92580,54.60137]",39413926,2232,416,Falls Road / Twin Spires to Cotton Court / Waring Street,Falls Road / Twin Spires ,Cotton Court / Waring Street
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94486,54.59813],[-5.94468,54.59818],[-5.94437,54.59824],[-5.94425,54.59827],[-5.94403,54.59830],[-5.94390,54.59832],[-5.94351,54.59842],[-5.94326,54.59848],[-5.94287,54.59859],[-5.94281,54.59854],[-5.94247,54.59837],[-5.94180,54.59804],[-5.94166,54.59816],[-5.94136,54.59841],[-5.94134,54.59842],[-5.94128,54.59840],[-5.94111,54.59846],[-5.94107,54.59844],[-5.94111,54.59840],[-5.94104,54.59837],[-5.93983,54.59810],[-5.93973,54.59808],[-5.93964,54.59807],[-5.93953,54.59807],[-5.93946,54.59807],[-5.93928,54.59807],[-5.93914,54.59809],[-5.93897,54.59813],[-5.93893,54.59804],[-5.93890,54.59797],[-5.93880,54.59776],[-5.93874,54.59769],[-5.93872,54.59764],[-5.93863,54.59744],[-5.93800,54.59611],[-5.93625,54.59617],[-5.93620,54.59574],[-5.93585,54.59576],[-5.93461,54.59581],[-5.93466,54.59627],[-5.93318,54.59633],[-5.93313,54.59587],[-5.93306,54.59535],[-5.93302,54.59489],[-5.93248,54.59491],[-5.93128,54.59496],[-5.93053,54.59500],[-5.92985,54.59502],[-5.92847,54.59508],[-5.92744,54.59512],[-5.92732,54.59422],[-5.92729,54.59387],[-5.92720,54.59316],[-5.92711,54.59242],[-5.92707,54.59241],[-5.92666,54.59232],[-5.92660,54.59231],[-5.92620,54.59222],[-5.92602,54.59218],[-5.92592,54.59215],[-5.92579,54.59212],[-5.92562,54.59203],[-5.92528,54.59194],[-5.92433,54.59169],[-5.92434,54.59165],[-5.92434,54.59162],[-5.92433,54.59157],[-5.92429,54.59153],[-5.92421,54.59150],[-5.92413,54.59148],[-5.92399,54.59149],[-5.92390,54.59147],[-5.92342,54.59134],[-5.92340,54.59129],[-5.92337,54.59125],[-5.92333,54.59123],[-5.92329,54.59121],[-5.92322,54.59118],[-5.92315,54.59117],[-5.92309,54.59117],[-5.92302,54.59118],[-5.92295,54.59119],[-5.92290,54.59121],[-5.92286,54.59123],[-5.92282,54.59127],[-5.92241,54.59116],[-5.92206,54.59107],[-5.92204,54.59110],[-5.92235,54.59118],[-5.92234,54.59119],[-5.92261,54.59127]",39413927,2707,505,Falls Road / Twin Spires to Gasworks (Lagan Towpath),Falls Road / Twin Spires ,Gasworks (Lagan Towpath)
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94486,54.59813],[-5.94468,54.59818],[-5.94437,54.59824],[-5.94425,54.59827],[-5.94403,54.59830],[-5.94390,54.59832],[-5.94351,54.59842],[-5.94326,54.59848],[-5.94287,54.59859],[-5.94281,54.59854],[-5.94247,54.59837],[-5.94180,54.59804],[-5.94166,54.59816],[-5.94136,54.59841],[-5.94134,54.59842],[-5.94128,54.59840],[-5.94111,54.59846],[-5.94107,54.59844],[-5.94111,54.59840],[-5.94104,54.59837],[-5.93983,54.59810],[-5.93973,54.59808],[-5.93964,54.59807],[-5.93953,54.59807],[-5.93946,54.59807],[-5.93928,54.59807],[-5.93914,54.59809],[-5.93897,54.59813],[-5.93893,54.59804],[-5.93890,54.59797],[-5.93880,54.59776],[-5.93874,54.59769],[-5.93872,54.59764],[-5.93863,54.59744],[-5.93800,54.59611],[-5.93625,54.59617],[-5.93620,54.59574],[-5.93585,54.59576],[-5.93461,54.59581],[-5.93466,54.59627],[-5.93318,54.59633],[-5.93313,54.59587],[-5.93306,54.59535],[-5.93132,54.59542],[-5.93058,54.59544],[-5.92990,54.59546],[-5.92994,54.59584]",39413928,1808,337,Falls Road / Twin Spires to Linenhall Street / Donegall Square South,Falls Road / Twin Spires ,Linenhall Street / Donegall Square South
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93149,54.60192],[-5.93115,54.60103],[-5.93099,54.60067],[-5.93073,54.60014],[-5.93036,54.59944],[-5.93034,54.59937],[-5.93031,54.59928],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.92938,54.59732],[-5.92894,54.59733],[-5.92872,54.59734],[-5.92862,54.59735],[-5.92769,54.59739],[-5.92771,54.59757]",39413929,2271,423,Falls Road / Twin Spires to Arthur Street / Chichester Street,Falls Road / Twin Spires ,Arthur Street / Chichester Street
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93149,54.60192],[-5.93115,54.60103],[-5.93099,54.60067],[-5.93073,54.60014],[-5.93036,54.59944],[-5.93034,54.59937],[-5.93031,54.59928],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.92938,54.59732],[-5.92894,54.59733],[-5.92872,54.59734],[-5.92862,54.59735],[-5.92769,54.59739],[-5.92712,54.59742],[-5.92651,54.59744],[-5.92480,54.59751],[-5.92398,54.59755],[-5.92392,54.59755],[-5.92377,54.59754],[-5.92300,54.59755],[-5.92288,54.59754],[-5.92275,54.59752],[-5.92263,54.59749],[-5.92162,54.59754],[-5.92147,54.59754],[-5.92147,54.59750],[-5.92127,54.59699],[-5.92122,54.59665],[-5.92120,54.59658],[-5.92116,54.59651],[-5.92111,54.59646],[-5.92105,54.59642],[-5.92096,54.59638],[-5.92084,54.59635],[-5.92050,54.59636],[-5.92033,54.59637],[-5.92033,54.59640],[-5.92031,54.59644],[-5.92027,54.59647],[-5.92022,54.59649],[-5.92016,54.59649],[-5.92010,54.59649],[-5.92005,54.59648],[-5.92000,54.59645],[-5.91997,54.59642],[-5.91996,54.59639],[-5.91997,54.59636],[-5.91999,54.59633],[-5.92003,54.59630],[-5.92008,54.59628],[-5.92015,54.59628],[-5.92014,54.59618],[-5.92010,54.59583],[-5.92008,54.59578],[-5.92005,54.59575],[-5.92000,54.59573],[-5.92012,54.59565],[-5.92011,54.59561],[-5.92011,54.59555],[-5.91920,54.59559],[-5.91920,54.59553],[-5.91919,54.59548],[-5.91917,54.59538]",39413930,3059,570,Falls Road / Twin Spires to Central Station / East Bridge Street,Falls Road / Twin Spires ,Central Station / East Bridge Street
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93105,54.60265],[-5.93083,54.60285],[-5.93069,54.60297],[-5.93040,54.60319],[-5.93017,54.60336],[-5.92998,54.60317],[-5.92968,54.60287],[-5.92957,54.60275],[-5.92964,54.60273],[-5.92979,54.60268]",39413931,1808,337,Falls Road / Twin Spires to Writer's Square / St Anne's Cathedral,Falls Road / Twin Spires ,Writer's Square / St Anne's Cathedral
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93149,54.60192],[-5.93115,54.60103],[-5.93099,54.60067],[-5.93073,54.60014],[-5.93036,54.59944],[-5.93034,54.59937],[-5.93031,54.59928],[-5.93036,54.59918],[-5.93009,54.59924],[-5.92923,54.59933],[-5.92878,54.59938],[-5.92849,54.59950],[-5.92804,54.59965],[-5.92774,54.59974],[-5.92753,54.59980],[-5.92737,54.59985],[-5.92717,54.59992],[-5.92666,54.60009],[-5.92613,54.60027],[-5.92594,54.60034],[-5.92577,54.60039],[-5.92562,54.60044],[-5.92494,54.60066],[-5.92460,54.60072],[-5.92442,54.60073],[-5.92425,54.60076],[-5.92333,54.60095],[-5.92224,54.60115],[-5.92213,54.60119],[-5.92210,54.60120],[-5.92173,54.60123],[-5.92096,54.60126],[-5.91982,54.60121],[-5.91922,54.60115],[-5.91904,54.60112],[-5.91895,54.60114],[-5.91861,54.60104],[-5.91830,54.60192],[-5.91812,54.60230],[-5.91794,54.60239],[-5.91783,54.60254],[-5.91751,54.60301],[-5.91744,54.60304],[-5.91734,54.60306],[-5.91717,54.60309],[-5.91664,54.60309],[-5.91648,54.60309],[-5.91630,54.60310],[-5.91522,54.60312],[-5.91462,54.60313],[-5.91380,54.60315],[-5.91312,54.60317],[-5.91310,54.60320],[-5.91306,54.60326],[-5.91297,54.60332],[-5.91287,54.60343],[-5.91285,54.60352],[-5.91287,54.60361],[-5.91288,54.60365],[-5.91288,54.60366],[-5.91285,54.60372],[-5.91308,54.60380],[-5.91312,54.60383],[-5.91287,54.60404],[-5.91287,54.60416],[-5.91297,54.60453],[-5.91290,54.60455],[-5.91274,54.60458],[-5.91257,54.60461],[-5.91245,54.60467],[-5.91224,54.60483],[-5.91212,54.60505],[-5.91204,54.60537],[-5.91194,54.60546],[-5.91176,54.60557],[-5.91144,54.60578],[-5.91131,54.60572]",39413932,3580,667,Falls Road / Twin Spires to Titanic Quarter,Falls Road / Twin Spires ,Titanic Quarter
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94526,54.59793],[-5.94520,54.59787],[-5.94514,54.59781],[-5.94504,54.59773],[-5.94488,54.59765],[-5.94473,54.59758],[-5.94458,54.59753],[-5.94441,54.59749],[-5.94410,54.59743],[-5.94359,54.59736],[-5.94346,54.59735],[-5.94323,54.59732],[-5.94313,54.59731],[-5.94308,54.59729],[-5.94303,54.59727],[-5.94323,54.59715],[-5.94338,54.59705],[-5.94384,54.59673],[-5.94433,54.59639],[-5.94452,54.59624],[-5.94463,54.59616],[-5.94477,54.59606],[-5.94482,54.59602],[-5.94517,54.59563],[-5.94526,54.59553],[-5.94536,54.59541],[-5.94539,54.59535],[-5.94408,54.59540],[-5.94353,54.59542],[-5.94321,54.59543],[-5.94297,54.59544],[-5.94272,54.59545],[-5.94211,54.59548],[-5.94204,54.59549],[-5.94192,54.59549],[-5.94041,54.59555],[-5.94013,54.59556],[-5.94004,54.59557],[-5.93933,54.59560],[-5.93801,54.59567],[-5.93780,54.59567],[-5.93771,54.59547],[-5.93750,54.59503],[-5.93727,54.59461],[-5.93683,54.59373],[-5.93671,54.59351],[-5.93664,54.59340],[-5.93654,54.59322],[-5.93648,54.59310],[-5.93644,54.59295],[-5.93644,54.59279],[-5.93651,54.59235],[-5.93658,54.59206],[-5.93664,54.59192],[-5.93667,54.59186],[-5.93690,54.59133],[-5.93701,54.59109],[-5.93704,54.59099],[-5.93705,54.59089],[-5.93701,54.59082],[-5.93696,54.59071],[-5.93688,54.59051],[-5.93658,54.58984],[-5.93656,54.58972],[-5.93644,54.58940],[-5.93639,54.58928],[-5.93632,54.58913],[-5.93619,54.58883],[-5.93611,54.58868],[-5.93586,54.58828],[-5.93587,54.58822],[-5.93591,54.58816],[-5.93597,54.58814],[-5.93623,54.58807],[-5.93662,54.58794],[-5.93701,54.58781],[-5.93705,54.58779],[-5.93724,54.58771],[-5.93763,54.58755],[-5.93729,54.58726],[-5.93723,54.58722],[-5.93727,54.58716],[-5.93748,54.58680],[-5.93741,54.58679],[-5.93782,54.58612],[-5.93736,54.58601],[-5.93704,54.58594],[-5.93665,54.58589],[-5.93653,54.58587],[-5.93606,54.58582],[-5.93616,54.58552],[-5.93627,54.58516],[-5.93639,54.58469],[-5.93646,54.58448],[-5.93653,54.58421],[-5.93664,54.58423],[-5.93682,54.58428]",39413933,2747,512,Falls Road / Twin Spires to Queens University / University Road,Falls Road / Twin Spires ,Queens University / University Road
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94526,54.59793],[-5.94520,54.59787],[-5.94514,54.59781],[-5.94504,54.59773],[-5.94488,54.59765],[-5.94473,54.59758],[-5.94458,54.59753],[-5.94441,54.59749],[-5.94410,54.59743],[-5.94359,54.59736],[-5.94346,54.59735],[-5.94323,54.59732],[-5.94313,54.59731],[-5.94308,54.59729],[-5.94303,54.59727],[-5.94323,54.59715],[-5.94338,54.59705],[-5.94384,54.59673],[-5.94433,54.59639],[-5.94452,54.59624],[-5.94463,54.59616],[-5.94477,54.59606],[-5.94482,54.59602],[-5.94517,54.59563],[-5.94526,54.59553],[-5.94536,54.59541],[-5.94539,54.59535],[-5.94408,54.59540],[-5.94353,54.59542],[-5.94321,54.59543],[-5.94297,54.59544],[-5.94272,54.59545],[-5.94211,54.59548],[-5.94204,54.59549],[-5.94192,54.59549],[-5.94041,54.59555],[-5.94013,54.59556],[-5.94004,54.59557],[-5.93933,54.59560],[-5.93801,54.59567],[-5.93780,54.59567],[-5.93771,54.59547],[-5.93750,54.59503],[-5.93727,54.59461],[-5.93683,54.59373],[-5.93671,54.59351],[-5.93664,54.59340],[-5.93654,54.59322],[-5.93648,54.59310],[-5.93644,54.59295],[-5.93644,54.59279],[-5.93651,54.59235],[-5.93658,54.59206],[-5.93664,54.59192],[-5.93667,54.59186],[-5.93690,54.59133],[-5.93701,54.59109],[-5.93704,54.59099],[-5.93705,54.59089],[-5.93701,54.59082],[-5.93696,54.59071],[-5.93685,54.59071],[-5.93562,54.59066],[-5.93520,54.59064],[-5.93518,54.59064],[-5.93510,54.59063],[-5.93499,54.59062],[-5.93496,54.59062],[-5.93495,54.59059],[-5.93486,54.59001],[-5.93502,54.58989],[-5.93485,54.58943],[-5.93455,54.58946],[-5.93435,54.58949],[-5.93418,54.58950],[-5.93398,54.58952],[-5.93377,54.58952],[-5.93369,54.58951],[-5.93362,54.58939],[-5.93361,54.58931],[-5.93330,54.58864],[-5.93316,54.58836],[-5.93297,54.58800],[-5.93278,54.58755],[-5.93256,54.58708],[-5.93242,54.58676],[-5.93237,54.58667],[-5.93226,54.58647],[-5.93223,54.58629],[-5.93223,54.58616],[-5.93238,54.58566],[-5.93243,54.58551],[-5.93251,54.58518],[-5.93257,54.58486],[-5.93259,54.58476],[-5.93262,54.58457],[-5.93264,54.58452],[-5.93265,54.58443],[-5.93266,54.58439],[-5.93268,54.58430],[-5.93269,54.58425],[-5.93271,54.58416],[-5.93271,54.58414],[-5.93274,54.58395]",39413934,2800,522,Falls Road / Twin Spires to Queens University / Botanic Gardens,Falls Road / Twin Spires ,Queens University / Botanic Gardens
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94526,54.59793],[-5.94520,54.59787],[-5.94514,54.59781],[-5.94504,54.59773],[-5.94488,54.59765],[-5.94473,54.59758],[-5.94458,54.59753],[-5.94441,54.59749],[-5.94410,54.59743],[-5.94359,54.59736],[-5.94346,54.59735],[-5.94323,54.59732],[-5.94313,54.59731],[-5.94308,54.59729],[-5.94303,54.59727],[-5.94323,54.59715],[-5.94338,54.59705],[-5.94384,54.59673],[-5.94433,54.59639],[-5.94452,54.59624],[-5.94463,54.59616],[-5.94477,54.59606],[-5.94482,54.59602],[-5.94517,54.59563],[-5.94526,54.59553],[-5.94536,54.59541],[-5.94539,54.59535],[-5.94408,54.59540],[-5.94353,54.59542],[-5.94321,54.59543],[-5.94297,54.59544],[-5.94272,54.59545],[-5.94211,54.59548],[-5.94204,54.59549],[-5.94192,54.59549],[-5.94041,54.59555],[-5.94013,54.59556],[-5.94004,54.59557],[-5.93933,54.59560],[-5.93801,54.59567],[-5.93780,54.59567],[-5.93771,54.59547],[-5.93750,54.59503],[-5.93727,54.59461],[-5.93683,54.59373],[-5.93671,54.59351],[-5.93664,54.59340],[-5.93654,54.59322],[-5.93648,54.59310],[-5.93644,54.59295],[-5.93644,54.59279],[-5.93651,54.59235],[-5.93658,54.59206],[-5.93664,54.59192],[-5.93667,54.59186],[-5.93690,54.59133],[-5.93701,54.59109],[-5.93704,54.59099],[-5.93705,54.59089],[-5.93701,54.59082],[-5.93696,54.59071],[-5.93688,54.59051],[-5.93658,54.58984],[-5.93680,54.58981],[-5.93693,54.58980],[-5.93732,54.58984],[-5.93767,54.58988],[-5.93802,54.58992],[-5.93880,54.59004],[-5.93890,54.59005],[-5.93903,54.58979],[-5.93927,54.58931],[-5.93933,54.58920],[-5.93932,54.58915],[-5.93932,54.58911],[-5.94000,54.58906],[-5.94012,54.58905],[-5.94034,54.58903],[-5.94068,54.58900],[-5.94072,54.58899],[-5.94151,54.58892],[-5.94158,54.58891],[-5.94155,54.58879],[-5.94156,54.58876],[-5.94162,54.58866],[-5.94187,54.58830],[-5.94180,54.58828],[-5.94112,54.58810],[-5.94091,54.58806],[-5.94077,54.58807],[-5.94063,54.58809],[-5.94047,54.58807],[-5.94035,54.58802],[-5.94026,54.58794],[-5.94023,54.58787],[-5.94010,54.58782],[-5.93959,54.58769],[-5.93939,54.58763],[-5.93934,54.58758],[-5.93934,54.58753],[-5.93941,54.58740],[-5.93941,54.58730],[-5.93937,54.58724],[-5.93927,54.58717],[-5.93922,54.58715],[-5.93919,54.58714],[-5.93902,54.58708],[-5.93891,54.58705],[-5.93878,54.58702],[-5.93888,54.58697],[-5.93911,54.58683],[-5.93954,54.58657],[-5.93972,54.58645]",39413935,2774,517,Falls Road / Twin Spires to Belfast City Hospital / Lisburn Road,Falls Road / Twin Spires ,Belfast City Hospital / Lisburn Road
